,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
980,85,RL,70.01929530201342,12122,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867,Unf,77,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Ex,6,Typ,0,NA,Attchd,RFn,2,588,TA,TA,Y,0,NA,NA,WD,Normal,63.0,16,63,2942,220
630,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1991,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,636,GasA,TA,Y,FuseA,661,0,0,1,0,3,1,Ex,8,Typ,0,NA,Detchd,Unf,1,240,Fa,Po,N,0,MnPrv,NA,WD,Abnorml,87.0,18,144,3475,293
635,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1995,Hip,CompShg,VinylSd,VinylSd,NA,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,Unf,1184,GasA,Ex,Y,FuseA,1440,0,0,2,0,8,2,Fa,14,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Abnorml,-1.0,17,110,6275,110
1257,30,RL,56.0,4060,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,864,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,15,102,2592,96
1424,20,RL,70.01929530201342,9503,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1983,Hip,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,457,Rec,193,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,6,Min1,1,TA,Detchd,Unf,1,484,TA,TA,Y,0,GdWo,NA,WD,Normal,54.0,17,66,3712,344
1263,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,764,GasA,Ex,Y,FuseA,764,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,520,TA,TA,N,0,GdPrv,NA,WD,Normal,84.0,17,105,3648,126
1349,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1987,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,425,OthW,Fa,N,SBrkr,1215,0,0,2,0,4,1,TA,8,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,16,152,3980,74
799,50,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,162,GasA,Ex,Y,SBrkr,787,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,MnPrv,NA,WD,Normal,85.0,17,87,3480,264
648,60,RL,70.0,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,756,GasA,TA,Y,SBrkr,788,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,Unf,2,442,TA,TA,Y,0,NA,NA,WD,Normal,58.0,14,58,3646,340
1020,20,RL,60.0,7024,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1024,Unf,108,GasA,Ex,Y,SBrkr,0,1,0,1,1,2,1,Gd,5,Typ,0,NA,Attchd,Fin,2,451,TA,TA,Y,0,NA,NA,WD,Normal,19.0,16,19,3396,316
559,120,RL,70.01929530201342,3196,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1374,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,420,TA,TA,Y,0,NA,NA,WD,Normal,21.0,18,21,4488,163
685,160,RL,70.01929530201342,5062,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828,LwQ,180,GasA,Gd,Y,SBrkr,900,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,Fin,2,577,TA,TA,Y,0,NA,NA,WD,Normal,40.0,17,40,4470,219
580,20,RL,70.01929530201342,14585,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,331,GasA,Ex,Y,SBrkr,0,0,1,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,2,572,TA,TA,Y,0,NA,NA,WD,Normal,64.0,17,64,4002,326
1117,20,RL,57.0,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,192,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,RFn,2,450,TA,TA,Y,0,NA,NA,WD,Normal,57.0,16,57,2682,0
1275,90,RL,95.0,11345,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,708,GasA,Gd,Y,FuseA,992,0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,Unf,2,400,TA,Fa,Y,0,NA,NA,WD,Normal,76.0,17,76,3776,0
1191,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,776,GasA,Ex,Y,SBrkr,677,0,0,2,1,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,492,TA,TA,Y,0,NA,NA,WD,Normal,25.0,17,25,2981,206
526,20,RL,70.0,13300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,2000,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,551,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,252,TA,TA,Y,0,NA,NA,WD,Normal,68.0,17,68,2784,417
1067,60,RL,80.0,9760,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,0,GasA,TA,Y,SBrkr,813,1,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,RFn,2,442,TA,TA,Y,0,NA,NA,WD,Normal,60.0,16,60,3189,645
543,120,RH,34.0,4058,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584,LwQ,0,GasA,Ex,Y,SBrkr,0,1,0,1,0,1,1,TA,4,Typ,0,NA,Attchd,Fin,1,367,TA,TA,Y,0,NA,NA,WD,Normal,26.0,17,26,2257,160
1202,50,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,884,GasA,Ex,Y,SBrkr,464,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,216,TA,TA,N,0,NA,NA,WD,Normal,64.0,15,99,3116,208
752,20,RL,79.0,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,279,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,576,TA,TA,Y,0,NA,NA,WD,Normal,27.0,18,27,4467,195
1352,50,RM,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,2000,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,698,GasA,TA,Y,SBrkr,390,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,2,624,TA,TA,N,0,NA,NA,WD,Normal,25.0,15,87,2660,210
486,20,RL,79.0,10289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,237,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,RFn,2,515,TA,TA,Y,0,NA,NA,WD,Normal,59.0,17,59,3219,0
95,60,RL,70.01929530201342,9765,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,370,GasA,Gd,Y,SBrkr,790,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,420,TA,TA,Y,0,NA,Shed,WD,Normal,31.0,15,31,2830,295
1028,50,RL,79.0,9492,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1950,Gable,CompShg,WdShing,Wd Shng,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,368,BLQ,359,GasA,TA,Y,SBrkr,408,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,240,TA,TA,Y,0,NA,NA,WD,Normal,83.0,17,83,3112,0
566,60,RL,77.0,11198,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,1122,GasA,Ex,Y,SBrkr,1370,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,656,TA,TA,Y,0,NA,NA,WD,Normal,19.0,16,19,4760,183
1273,80,RL,124.0,11512,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,300,GasA,Gd,Y,SBrkr,0,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,RFn,1,312,TA,TA,Y,0,GdPrv,NA,WD,Normal,65.0,16,65,3733,163
746,60,RL,70.01929530201342,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,652,GasA,Ex,Y,SBrkr,1276,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,554,TA,TA,Y,0,NA,NA,WD,Normal,24.0,15,24,4188,278
867,20,RL,85.0,6970,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932,Unf,108,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,Fa,5,Typ,0,NA,Attchd,RFn,2,544,TA,TA,Y,0,NA,Shed,WD,Normal,63.0,17,63,3280,168
895,60,RL,71.0,7056,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,380,GasA,TA,Y,SBrkr,813,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,483,TA,TA,Y,0,NA,NA,WD,Normal,61.0,16,61,3559,50
1046,60,RL,85.0,16056,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240,Unf,1752,GasA,Ex,Y,SBrkr,876,0,0,3,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,3,716,TA,TA,Y,0,NA,NA,New,Partial,19.0,18,19,6852,322
206,20,RL,40.0,13673,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,1140,GasA,TA,Y,SBrkr,0,0,0,1,1,3,1,TA,8,Min2,1,TA,Attchd,RFn,1,349,TA,TA,Y,0,NA,NA,WD,Normal,62.0,17,62,4532,30
394,50,RL,60.0,10134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,735,GasA,Gd,Y,FuseA,299,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,NA,NA,WD,Normal,84.0,17,84,2504,39
798,60,RL,104.0,13518,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1926,GasA,Ex,Y,SBrkr,1174,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,Fin,3,820,TA,TA,Y,0,NA,NA,New,Partial,15.0,15,16,7032,222
874,50,RM,52.0,5720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,676,GasA,Ex,Y,SBrkr,455,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,Unf,1,200,TA,TA,Y,0,NA,NA,WD,Abnorml,83.0,15,83,2483,26
399,60,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,280,GasA,Ex,Y,SBrkr,438,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,Fin,2,438,TA,TA,Y,0,NA,NA,WD,Normal,17.0,15,18,3754,168
770,85,RL,70.01929530201342,7252,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,173,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,41.0,15,42,2574,120
1444,20,RL,63.0,8500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,106.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1422,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,626,TA,TA,Y,0,NA,NA,WD,Normal,20.0,17,20,4266,252
1250,20,RL,93.0,11160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,Hip,CompShg,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,1045,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,Fin,2,522,TA,TA,Y,0,NA,NA,WD,Normal,56.0,14,56,6330,0
1036,20,RL,89.0,12898,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,70.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1022,Unf,598,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,Fin,3,912,TA,TA,Y,0,NA,NA,WD,Normal,16.0,15,17,4860,228
645,20,RL,70.01929530201342,10530,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,Hip,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,LwQ,664,GasA,TA,Y,SBrkr,0,1,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,45.0,17,53,2943,352
615,85,RL,80.0,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,173,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,480,TA,TA,Y,0,MnPrv,NA,WD,Abnorml,61.0,14,61,3044,120
966,50,RL,130.0,9600,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428,Unf,300,GasA,Ex,Y,SBrkr,332,1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,Unf,1,256,TA,TA,Y,0,NA,NA,WD,Normal,84.0,15,84,3012,70
729,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,628,GasA,TA,Y,FuseA,0,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,539,TA,TA,Y,0,NA,NA,WD,Normal,62.0,15,99,2836,135
687,160,FV,70.01929530201342,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,312,GasA,Ex,Y,SBrkr,551,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,Unf,2,480,TA,TA,Y,0,NA,NA,WD,Normal,20.0,17,20,2204,60
98,30,RL,85.0,10625,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,350,GasA,Fa,N,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,0,NA,Basment,Unf,1,366,Fa,TA,Y,0,NA,Shed,COD,Abnorml,104.0,14,104,2128,77
808,80,RL,85.0,13400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,380,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,0,GdWo,NA,WD,Normal,58.0,18,58,3196,0
408,60,RL,109.0,14154,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,1063,GasA,Ex,Y,SBrkr,1101,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3,947,TA,TA,Y,0,NA,NA,New,Partial,18.0,17,18,4306,254
504,160,RL,24.0,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,Gable,CompShg,Plywood,Brk Cmn,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,103,GasA,TA,Y,SBrkr,467,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,Unf,2,440,TA,TA,Y,0,NA,NA,WD,Normal,50.0,15,50,3032,260
1079,20,RL,65.0,8775,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495,Unf,495,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,299,TA,TA,Y,0,NA,NA,WD,Normal,28.0,17,30,2970,64
1064,20,RL,70.01929530201342,11000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,184,GasA,Ex,Y,SBrkr,0,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,RFn,2,480,TA,TA,Y,0,MnPrv,NA,WD,Normal,58.0,15,58,3462,58
933,20,RL,63.0,8487,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,1480,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,570,TA,TA,Y,0,NA,NA,WD,Normal,20.0,15,20,4500,228
783,85,RL,70.01929530201342,9101,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,GasA,Ex,Y,SBrkr,0,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,602,TA,TA,Y,0,NA,NA,WD,Normal,46.0,15,46,3317,333
200,20,RM,80.0,8546,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2004,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1121,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,RFn,2,440,TA,TA,Y,0,NA,NA,WD,Normal,21.0,14,21,3363,196
134,20,RL,78.0,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1993,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,891,GasA,Gd,Y,SBrkr,0,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,RFn,2,440,TA,TA,Y,0,MnPrv,NA,WD,Normal,56.0,18,56,4903,276
1059,50,RL,70.01929530201342,11275,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,0,GasA,TA,Y,SBrkr,895,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2,432,TA,Fa,Y,0,NA,NA,WD,Normal,47.0,17,92,3941,19
40,20,RL,84.0,8658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,445,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,440,TA,TA,Y,0,GdWo,NA,WD,Abnorml,59.0,18,59,3736,138
